description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Honda,Accord,HOUR,23471,1991,JEEP,RED,3,BACK,1.2,PETROL,2,AT,Pellentesque eget nunc.,4
Donec vitae nisi.,Porsche,Boxster,DAILY,9644,2009,JEEP,YELLOW,3,FRONT,3.3,ELECTRIC,2,MT,Ut tellus.,20
Mauris lacinia sapien quis libero.,Ford,Escort,HOUR,24313,1987,HATCHBACK,GRAY,4,ALL,2.2,GAS,6,AMT,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",11
Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,Subaru,XT,DAILY,14715,1989,COUPE,BLACK,2,BACK,4.0,DIESEL,2,CVT,Donec vitae nisi.,4
Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Mercedes-Benz,M-Class,DAILY,15589,2002,CONVERTIBLE,PURPLE,2,FRONT,2.3,ELECTRIC,2,AMT,Etiam justo.,19
Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,GMC,Sierra 1500,HOUR,5491,2001,COUPE,ORANGE,4,ALL,2.6,PETROL,6,CVT,Cras non velit nec nisi vulputate nonummy.,12
"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Infiniti,QX,HOUR,13456,2000,COUPE,BROWN,4,BACK,1.2,DIESEL,6,MT,Curabitur gravida nisi at nibh.,14
Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Pontiac,Sunfire,HOUR,8900,2005,WAGON,WHITE,2,FRONT,1.7,PETROL,2,MT,Duis bibendum.,1
"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Subaru,Tribeca,HOUR,20855,2009,HATCHBACK,GRAY,2,ALL,1.2,PETROL,2,MT,Integer a nibh.,5
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Chevrolet,Malibu,DAILY,5369,2000,COUPE,GRAY,3,BACK,3.4,PETROL,4,AT,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",5
"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Mitsubishi,Pajero,HOUR,24397,1993,HATCHBACK,BROWN,3,BACK,2.8,DIESEL,6,CVT,Nullam porttitor lacus at turpis.,17
Fusce posuere felis sed lacus.,Pontiac,Solstice,HOUR,8527,2008,WAGON,BROWN,3,ALL,3.1,GAS,2,MT,In hac habitasse platea dictumst.,18
Aliquam erat volutpat. In congue.,Mercedes-Benz,CLK-Class,HOUR,20905,2002,VAN,BLUE,2,FRONT,3.7,GAS,4,CVT,Integer ac leo.,19
"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",BMW,Z8,DAILY,18729,2003,WAGON,RED,3,ALL,3.6,GAS,4,AMT,Vestibulum sed magna at nunc commodo placerat.,3
Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Infiniti,QX,HOUR,20853,2004,CONVERTIBLE,GRAY,3,BACK,2.4,GAS,3,MT,Pellentesque viverra pede ac diam.,10
"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Infiniti,EX,HOUR,19672,2011,HATCHBACK,WHITE,3,ALL,3.3,GAS,5,MT,Pellentesque viverra pede ac diam.,1
"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Dodge,Viper,DAILY,11023,2001,JEEP,GRAY,2,BACK,2.4,GAS,4,MT,Nam tristique tortor eu pede.,10
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Maserati,Spyder,DAILY,16719,2003,HATCHBACK,YELLOW,3,BACK,3.3,PETROL,6,CVT,Proin at turpis a pede posuere nonummy.,19
Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Mazda,B-Series Plus,DAILY,8959,2002,SUV,BROWN,4,FRONT,1.2,GAS,5,MT,Maecenas ut massa quis augue luctus tincidunt.,19
"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",Lincoln,Continental,DAILY,16241,1990,WAGON,BROWN,4,BACK,2.3,GAS,5,CVT,Duis consequat dui nec nisi volutpat eleifend.,7
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,Volkswagen,Passat,HOUR,24969,1996,SEDAN,BROWN,4,FRONT,1.2,GAS,2,AMT,Duis consequat dui nec nisi volutpat eleifend.,9
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Cadillac,Escalade,DAILY,9965,2005,VAN,RED,4,ALL,4.0,PETROL,5,CVT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6
Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Hyundai,Accent,HOUR,5343,2003,CONVERTIBLE,WHITE,4,ALL,3.1,ELECTRIC,4,MT,Quisque ut erat.,20
Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,Ford,E350,HOUR,5130,2009,HATCHBACK,BROWN,4,ALL,1.1,ELECTRIC,2,AT,Morbi non lectus.,1
Pellentesque at nulla.,GMC,Savana 2500,DAILY,14597,1997,HATCHBACK,SILVER,3,BACK,1.5,DIESEL,6,AT,Praesent blandit.,11
Duis at velit eu est congue elementum.,Toyota,4Runner,HOUR,23390,2008,CONVERTIBLE,WHITE,3,FRONT,3.6,PETROL,3,MT,Maecenas rhoncus aliquam lacus.,16
"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Honda,Accord,DAILY,11888,1996,SUV,BROWN,3,FRONT,3.2,PETROL,2,AMT,Proin eu mi.,3
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Honda,Odyssey,HOUR,11502,2009,CONVERTIBLE,PURPLE,3,ALL,1.6,PETROL,5,AT,Morbi non quam nec dui luctus rutrum.,9
Proin eu mi. Nulla ac enim.,Mercedes-Benz,SL-Class,DAILY,8419,2001,PICKUP,YELLOW,4,ALL,2.1,GAS,4,MT,Cras pellentesque volutpat dui.,4
"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Toyota,Sequoia,DAILY,8711,2001,SUV,PURPLE,3,BACK,2.6,GAS,4,AT,Donec vitae nisi.,12
"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Dodge,Ram Van 3500,DAILY,9290,1996,JEEP,YELLOW,4,FRONT,3.2,GAS,3,CVT,Donec semper sapien a libero.,1
Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Honda,Passport,HOUR,21477,1995,CONVERTIBLE,WHITE,2,ALL,3.9,ELECTRIC,6,MT,Aliquam non mauris.,7
Pellentesque ultrices mattis odio. Donec vitae nisi.,Dodge,Ram 2500 Club,HOUR,13299,1998,PICKUP,YELLOW,2,FRONT,2.0,PETROL,6,MT,Quisque porta volutpat erat.,16
Quisque ut erat. Curabitur gravida nisi at nibh.,BMW,8 Series,HOUR,21270,1992,JEEP,GRAY,3,BACK,1.2,DIESEL,4,AMT,Vivamus vestibulum sagittis sapien.,6
"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Acura,MDX,DAILY,16083,2001,VAN,YELLOW,2,ALL,2.2,DIESEL,5,AMT,Sed accumsan felis.,19
Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Lexus,SC,HOUR,23096,2002,JEEP,YELLOW,3,BACK,3.8,GAS,5,AT,Nullam sit amet turpis elementum ligula vehicula consequat.,5
"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Chrysler,300M,HOUR,7122,1999,VAN,BLUE,3,BACK,1.4,DIESEL,6,MT,Donec quis orci eget orci vehicula condimentum.,16
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Mercedes-Benz,GL-Class,HOUR,22706,2011,SUV,RED,2,ALL,1.6,PETROL,4,CVT,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",7
"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Toyota,Camry,HOUR,6291,2005,JEEP,PURPLE,3,BACK,2.2,ELECTRIC,3,MT,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",4
In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,Toyota,TundraMax,DAILY,7699,2009,JEEP,RED,2,ALL,2.0,ELECTRIC,4,CVT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",14
"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Chevrolet,Equinox,DAILY,18302,2009,CONVERTIBLE,GRAY,2,FRONT,1.1,GAS,5,AMT,Phasellus sit amet erat.,2
"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",Dodge,Sprinter,HOUR,17566,2009,COUPE,BLUE,3,FRONT,1.2,DIESEL,2,CVT,Aliquam erat volutpat.,18
Duis mattis egestas metus.,Ford,E250,HOUR,9435,1984,JEEP,SILVER,3,ALL,1.4,ELECTRIC,6,CVT,Duis consequat dui nec nisi volutpat eleifend.,4
"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Dodge,D150 Club,HOUR,21035,1992,SUV,ORANGE,4,FRONT,1.9,PETROL,6,AMT,Nulla facilisi.,1
"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Lexus,LS,HOUR,6246,1990,COUPE,TAN,2,ALL,3.8,GAS,5,MT,Aliquam quis turpis eget elit sodales scelerisque.,7
Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Buick,Regal,HOUR,8029,2004,PICKUP,PURPLE,3,BACK,3.4,GAS,6,CVT,Aenean fermentum.,1
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Lincoln,LS,HOUR,6959,2006,COUPE,SILVER,2,FRONT,2.0,ELECTRIC,6,CVT,Aenean lectus.,3
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Jaguar,X-Type,DAILY,18881,2007,CONVERTIBLE,SILVER,2,BACK,2.5,PETROL,5,MT,Aliquam erat volutpat.,3
Vivamus in felis eu sapien cursus vestibulum.,Mercedes-Benz,S-Class,DAILY,6970,1988,VAN,TAN,3,BACK,1.6,PETROL,5,CVT,Donec quis orci eget orci vehicula condimentum.,6
Donec posuere metus vitae ipsum.,Oldsmobile,Toronado,DAILY,15929,1966,CONVERTIBLE,BLUE,3,ALL,1.3,ELECTRIC,2,AT,Morbi non lectus.,7
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Mazda,MX-5,DAILY,17630,2000,VAN,GRAY,3,BACK,1.0,DIESEL,5,AMT,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",19
"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Ford,F250,HOUR,13178,2004,PICKUP,GRAY,4,FRONT,2.0,PETROL,4,MT,Cras non velit nec nisi vulputate nonummy.,11
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Land Rover,Discovery,DAILY,13483,1994,HATCHBACK,BLUE,4,BACK,1.6,ELECTRIC,3,AMT,Sed ante.,4
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Mercedes-Benz,C-Class,HOUR,11991,2000,COUPE,BLACK,4,BACK,3.8,GAS,3,AMT,Nulla nisl.,15
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Cadillac,Escalade ESV,DAILY,8175,2005,SEDAN,SILVER,4,FRONT,3.6,DIESEL,3,AT,Suspendisse potenti.,20
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Ford,E-Series,DAILY,20876,1989,WAGON,SILVER,3,BACK,2.5,PETROL,5,AT,Etiam vel augue.,10
"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Chevrolet,Corvette,HOUR,18950,1985,SEDAN,BLUE,4,ALL,3.8,GAS,6,AMT,Etiam justo.,19
In hac habitasse platea dictumst.,Toyota,Sequoia,HOUR,6518,2008,VAN,GRAY,4,ALL,3.0,DIESEL,6,CVT,Nullam varius.,3
"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Mitsubishi,Mirage,HOUR,11697,1992,PICKUP,BROWN,3,FRONT,2.8,ELECTRIC,5,AMT,Quisque porta volutpat erat.,1
Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,Mercury,Monterey,HOUR,12812,2004,CONVERTIBLE,ORANGE,2,FRONT,3.3,GAS,6,CVT,Praesent lectus.,3
Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,Ford,F150,HOUR,5240,2011,COUPE,WHITE,3,BACK,3.1,PETROL,5,CVT,Integer ac neque.,15
Pellentesque eget nunc.,Porsche,928,DAILY,17877,1988,SEDAN,PURPLE,4,ALL,2.6,PETROL,2,CVT,Aliquam quis turpis eget elit sodales scelerisque.,18
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Mitsubishi,Endeavor,HOUR,17423,2009,WAGON,GRAY,3,ALL,2.0,PETROL,6,CVT,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",12
Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Toyota,Corolla,DAILY,6085,1993,PICKUP,ORANGE,3,ALL,1.2,GAS,3,CVT,Vestibulum ac est lacinia nisi venenatis tristique.,6
"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Aptera,Type-1h,HOUR,14061,2010,SEDAN,ORANGE,2,FRONT,2.9,PETROL,3,AT,In eleifend quam a odio.,6
"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",Lincoln,MKZ,HOUR,8856,2008,CONVERTIBLE,GOLD,3,ALL,4.0,ELECTRIC,6,AT,Aliquam non mauris.,17
Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,Suzuki,Daewoo Lacetti,HOUR,13399,2007,SUV,GOLD,4,BACK,1.1,PETROL,2,AMT,Suspendisse ornare consequat lectus.,7
"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Ferrari,F430,DAILY,12136,2008,CONVERTIBLE,ORANGE,3,FRONT,2.5,DIESEL,4,CVT,Duis consequat dui nec nisi volutpat eleifend.,16
Sed vel enim sit amet nunc viverra dapibus.,Mercedes-Benz,CL-Class,DAILY,24939,2011,SEDAN,BROWN,3,FRONT,2.8,DIESEL,3,AT,Morbi vel lectus in quam fringilla rhoncus.,3
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Mitsubishi,Eclipse,HOUR,23781,1996,SEDAN,RED,3,FRONT,2.7,DIESEL,4,AMT,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",4
"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Pontiac,Parisienne,DAILY,10203,1985,PICKUP,ORANGE,3,ALL,1.8,DIESEL,5,AMT,Nunc nisl.,12
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Chevrolet,Astro,HOUR,8761,1997,JEEP,BLUE,2,ALL,3.4,PETROL,2,MT,Phasellus sit amet erat.,19
Vivamus vel nulla eget eros elementum pellentesque.,Pontiac,GTO,HOUR,13389,1966,PICKUP,SILVER,2,FRONT,1.6,ELECTRIC,3,CVT,Aenean lectus.,1
Nam dui.,GMC,Savana 1500,DAILY,6042,2008,CONVERTIBLE,PURPLE,3,BACK,3.7,DIESEL,6,AT,Etiam pretium iaculis justo.,16
"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Spyker,C8,HOUR,21553,2006,SEDAN,PURPLE,2,FRONT,2.4,GAS,3,MT,Donec posuere metus vitae ipsum.,14
"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Suzuki,Sidekick,DAILY,18277,1989,SEDAN,ORANGE,2,ALL,2.4,ELECTRIC,4,MT,Nullam molestie nibh in lectus.,14
"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Plymouth,Prowler,DAILY,17310,2000,COUPE,SILVER,2,BACK,3.0,DIESEL,4,CVT,Proin risus.,15
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Buick,Century,HOUR,13802,2000,SUV,BLUE,4,FRONT,3.2,ELECTRIC,3,AT,Maecenas pulvinar lobortis est.,4
"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Bentley,Azure,HOUR,6395,2008,WAGON,GOLD,4,ALL,3.0,ELECTRIC,4,CVT,Duis mattis egestas metus.,11
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Bentley,Continental GT,DAILY,18600,2006,SEDAN,BROWN,3,BACK,3.7,ELECTRIC,2,CVT,In congue.,18
"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",Chrysler,Voyager,HOUR,16927,2003,JEEP,GREEN,4,BACK,2.7,ELECTRIC,2,AT,Etiam vel augue.,9
"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Dodge,Ram 2500 Club,HOUR,5662,1996,WAGON,GRAY,3,ALL,3.6,GAS,3,AMT,Morbi a ipsum.,8
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Suzuki,XL7,DAILY,7138,2008,COUPE,SILVER,4,BACK,3.8,ELECTRIC,6,MT,Nulla tempus.,19
"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",Porsche,924,HOUR,17149,1988,COUPE,BLUE,4,ALL,3.4,DIESEL,6,AMT,Sed ante.,16
Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,Dodge,Colt,HOUR,12617,1993,CONVERTIBLE,WHITE,2,BACK,2.5,PETROL,6,AMT,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",17
Nullam varius.,Toyota,Prius,DAILY,7352,2008,SUV,GREEN,4,BACK,2.8,ELECTRIC,2,AMT,Sed accumsan felis.,7
Donec dapibus.,Mitsubishi,GTO,HOUR,6848,1993,WAGON,BLACK,2,FRONT,3.0,ELECTRIC,5,AMT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,11
Aenean fermentum.,Ford,Probe,HOUR,11720,1991,JEEP,GREEN,3,ALL,2.2,DIESEL,4,AMT,Morbi ut odio.,6
Sed accumsan felis.,Saab,9000,DAILY,14496,1999,SEDAN,RED,4,FRONT,3.2,DIESEL,4,CVT,Integer ac leo.,19
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Mazda,MX-5,DAILY,14322,1998,VAN,WHITE,4,ALL,1.4,DIESEL,4,CVT,Etiam pretium iaculis justo.,2
Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,MINI,Cooper,DAILY,19767,2009,PICKUP,PURPLE,2,FRONT,1.3,PETROL,6,AMT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5
"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",Dodge,Ram 3500,HOUR,13787,2003,SEDAN,BLUE,3,ALL,2.3,ELECTRIC,3,MT,Nullam varius.,10
